TBLID,GEOID,GEONAME,PROFTBL,PROFLN,TITLE,EST_19,EST_18,SIG90_19_18,EST_17,SIG90_19_17,EST_16,SIG90_19_16,EST_15,SIG90_19_15
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,0,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,0.5,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,0.8,HOUSEHOLDS BY TYPE,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,1,Total households,"62,502","59,679",,"58,417",*,"62,671",,"63,857",
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,2,Married-couple family,36.5%,36.9%,,38.1%,,34.9%,,36.5%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,3,With own children of the householder under 18 years,10.4%,10.4%,,9.5%,,9.8%,,12.9%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,4,Cohabiting couple household,7.3%,6.9%,,7.6%,,6.6%,,7.1%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,5,With own children of the householder under 18 years,2.7%,3.2%,,3.6%,,2.8%,,3.5%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,6,"Male householder, no spouse/partner present",15.5%,14.2%,,14.6%,,14.2%,,13.1%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,7,With own children of the householder under 18 years,0.6%,0.7%,,0.7%,,0.7%,,0.5%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,8,Householder living alone,10.7%,11.1%,,10.8%,,10.2%,,8.0%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,9,65 years and over,4.0%,4.7%,,3.6%,,3.7%,,3.0%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,10,"Female householder, no spouse/partner present",40.8%,42.0%,,39.6%,,44.3%,,43.2%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,11,With own children of the householder under 18 years,8.4%,8.8%,,9.6%,,11.8%,*,10.7%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,12,Householder living alone,17.2%,19.4%,,16.0%,,18.6%,,17.7%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,13,65 years and over,10.1%,9.8%,,7.7%,*,10.4%,,9.5%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,13.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,14,Households with one or more people under 18 years,25.8%,26.0%,,28.0%,,28.7%,,33.1%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,15,Households with one or more people 65 years and over,40.5%,39.6%,,38.2%,*,39.3%,,36.3%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,15.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,16,Average household size,2.37,2.53,*,2.69,*,2.51,*,2.57,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,17,Average family size,2.87,3.17,*,3.29,*,3.08,*,3.08,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,17.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,17.5,RELATIONSHIP,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,18,Population in households,"147,927","151,115",,"157,248",*,"157,070",*,"164,127",*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,19,Householder,42.3%,39.5%,*,37.1%,*,39.9%,*,38.9%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,20,Spouse,15.2%,14.5%,,14.2%,,13.9%,,14.2%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,21,Unmarried partner,3.2%,2.8%,,2.8%,,2.6%,,2.8%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,22,Child,31.6%,34.3%,*,34.2%,*,32.7%,,32.7%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,23,Other relatives,6.8%,8.1%,,9.8%,*,8.9%,*,10.5%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,24,Other nonrelatives,1.0%,0.9%,,1.9%,,2.0%,*,0.9%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,24.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,24.5,MARITAL STATUS,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,25,Males 15 years and over,"60,952","61,432",,"64,768",*,"64,302",*,"66,038",*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,26,Never married,43.4%,41.4%,,47.6%,*,43.5%,,41.9%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,27,"Now married, except separated",40.4%,39.7%,,35.1%,*,36.2%,*,39.1%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,28,Separated,1.7%,2.1%,,1.5%,,2.6%,,3.1%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,29,Widowed,3.0%,3.5%,,3.2%,,3.2%,,3.3%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,30,Divorced,11.5%,13.3%,,12.6%,,14.5%,*,12.6%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,30.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,31,Females 15 years and over,"71,434","72,010",,"74,895",*,"75,540",*,"77,710",*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,32,Never married,34.2%,33.4%,,37.9%,*,34.6%,,33.5%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,33,"Now married, except separated",33.9%,33.8%,,33.0%,,32.0%,,33.9%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,34,Separated,1.7%,3.6%,*,3.4%,*,2.8%,,3.0%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,35,Widowed,12.8%,11.1%,,10.1%,*,11.4%,,11.4%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,36,Divorced,17.4%,18.1%,,15.5%,,19.3%,,18.2%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,36.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,36.5,FERTILITY,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,37,Number of women 15 to 50 years old who had a birth in the past 12 months,747,N,,"1,034",,"1,393",,"1,419",
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,38,"Unmarried women (widowed, divorced, and never married)",43.9%,N,,79.8%,,60.2%,,24.5%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,39,"Per 1,000 unmarried women",13,N,,30,,30,,13,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,40,"Per 1,000 women 15 to 50 years old",21,N,,28,,36,,34,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,41,"Per 1,000 women 15 to 19 years old",0,N,,0,,0,,0,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,42,"Per 1,000 women 20 to 34 years old",34,N,,56,,75,*,67,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,43,"Per 1,000 women 35 to 50 years old",16,N,,9,,11,,14,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,43.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,43.5,GRANDPARENTS,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,44,Number of grandparents living with own grandchildren under 18 years,N,N,,N,,"3,620",,"4,592",
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,45,Grandparents responsible for grandchildren,N,N,,N,,35.5%,,62.6%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,45.9,Years responsible for grandchildren,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,46,Less than 1 year,N,N,,N,,0.8%,,16.8%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,47,1 or 2 years,N,N,,N,,6.1%,,5.1%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,48,3 or 4 years,N,N,,N,,8.1%,,11.4%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,49,5 or more years,N,N,,N,,20.4%,,29.3%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,49.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,50,Number of grandparents responsible for own grandchildren under 18 years,N,N,,N,,"1,285",,"2,875",
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,51,Who are female,N,N,,N,,57.9%,,75.4%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,52,Who are married,N,N,,N,,62.6%,,47.5%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,52.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,52.5,SCHOOL ENROLLMENT,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,53,Population 3 years and over enrolled in school,"36,202","36,139",,"38,538",,"39,330",*,"41,088",*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,54,"Nursery school, preschool",5.8%,4.1%,,8.0%,,6.1%,,5.7%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,55,Kindergarten,4.5%,2.7%,,3.7%,,4.8%,,4.6%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,56,Elementary school (grades 1-8),32.3%,37.8%,*,36.6%,,31.7%,,38.0%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,57,High school (grades 9-12),19.8%,18.3%,,19.0%,,24.0%,*,18.9%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,58,College or graduate school,37.7%,37.1%,,32.7%,,33.4%,*,32.6%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,58.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,58.5,EDUCATIONAL ATTAINMENT,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,59,Population 25 years and over,"112,388","113,253",,"117,664",*,"117,126",*,"119,586",*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,60,Less than 9th grade,10.3%,9.4%,,13.2%,*,11.1%,,11.2%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,61,"9th to 12th grade, no diploma",6.8%,8.1%,,6.9%,,6.5%,,7.9%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,62,High school graduate (includes equivalency),23.2%,21.9%,,26.5%,*,25.5%,,21.6%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,63,"Some college, no degree",19.8%,19.9%,,15.7%,*,17.0%,*,17.7%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,64,Associate's degree,10.0%,9.9%,,10.3%,,11.6%,,10.3%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,65,Bachelor's degree,21.5%,22.1%,,19.1%,,20.7%,,22.3%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,66,Graduate or professional degree,8.4%,8.8%,,8.4%,,7.6%,,8.8%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,66.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,67,High school graduate or higher,82.9%,82.5%,,79.9%,*,82.4%,,80.9%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,68,Bachelor's degree or higher,29.9%,30.9%,,27.5%,,28.3%,,31.2%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,68.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,68.5,VETERAN STATUS,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,69,Civilian population 18 years and over,"126,969","127,870",,"133,624",*,"133,163",*,"136,744",*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,70,Civilian veterans,4.4%,3.9%,,3.9%,,3.9%,,3.5%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,70.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,70.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,71,Total Civilian Noninstitutionalized Population,"148,290","151,787",,"158,062",*,"157,811",*,"164,784",*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,72,With a disability,25.4%,26.5%,,30.5%,*,27.3%,,26.2%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,72.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,73,Under 18 years,"25,410","27,796",*,"30,578",*,"30,639",*,"33,401",*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,74,With a disability,10.3%,10.0%,,12.8%,,11.6%,,13.8%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,74.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,75,18 to 64 years,"88,718","90,541",,"92,756",*,"94,345",*,"98,837",*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,76,With a disability,19.7%,21.3%,,23.5%,*,21.7%,,21.6%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,76.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,77,65 years and over,"34,162","33,450",,"34,728",,"32,827",,"32,546",*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,78,With a disability,51.3%,54.3%,,64.6%,*,58.0%,*,53.1%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,78.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,78.5,RESIDENCE 1 YEAR AGO,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,79,Population 1 year and over,"152,323","154,813",,"163,222",*,"162,751",*,"168,566",*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,80,Same house,89.8%,91.3%,,90.2%,,91.7%,,89.1%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,81,Different house in Puerto Rico or the U.S.,10.1%,8.5%,,9.6%,,8.3%,,10.9%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,82,In Puerto Rico,8.9%,7.7%,,9.0%,,7.5%,,9.4%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,83,Same municipio,4.8%,4.1%,,4.9%,,4.5%,,5.7%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,84,Different municipio,4.1%,3.7%,,4.1%,,2.9%,,3.7%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,85,In the United States,1.2%,0.8%,,0.6%,,0.8%,,1.5%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,86,Elsewhere,0.1%,0.2%,,0.1%,,0.0%,,0.1%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,86.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,86.5,PLACE OF BIRTH,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,87,Total population,"152,843","155,832",,"164,319",*,"163,941",*,"170,259",*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,88,Native,95.9%,95.4%,,95.8%,,96.5%,,96.9%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,89,Born in Puerto Rico or the United States,95.4%,94.8%,,95.4%,,96.1%,,96.3%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,90,In Puerto Rico,89.7%,89.4%,,88.9%,,90.9%,,90.5%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,91,In the United States,5.8%,5.4%,,6.5%,,5.2%,,5.8%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,92,"Born in U.S. Island Areas, or born abroad of American parents",0.5%,0.6%,,0.4%,,0.3%,,0.6%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,93,Foreign born,4.1%,4.6%,,4.2%,,3.5%,,3.1%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,93.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,93.5,U.S. CITIZENSHIP STATUS,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,94,Foreign-born population,"6,295","7,187",,"6,912",,"5,816",,"5,236",
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,95,Naturalized U.S. citizen,41.3%,54.7%,,50.5%,,44.6%,,48.4%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,96,Not a U.S. citizen,58.7%,45.3%,,49.5%,,55.4%,,51.6%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,96.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,96.5,YEAR OF ENTRY,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,97,Population born outside Puerto Rico,"15,797","16,483",,"18,315",,"14,850",,"16,242",
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,97.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,98,Native,"9,502","9,296",,"11,403",,"9,034",,"11,006",
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,99,Entered 2010 or later,14.6%,10.8%,,7.3%,,3.7%,*,5.7%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,100,Entered before 2010,85.4%,89.2%,,92.7%,,96.3%,*,94.3%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,100.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,101,Foreign born,"6,295","7,187",,"6,912",,"5,816",,"5,236",
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,102,Entered 2010 or later,19.9%,20.0%,,12.7%,,7.5%,*,3.5%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,103,Entered before 2010,80.1%,80.0%,,87.3%,,92.5%,*,96.5%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,103.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,103.5,WORLD REGION OF BIRTH OF FOREIGN BORN,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,104,"Foreign-born population, excluding population born at sea",N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,105,Europe,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,106,Asia,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,107,Africa,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,108,Oceania,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,109,Latin America,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,110,Northern America,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,110.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,110.5,LANGUAGE SPOKEN AT HOME,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,111,Population 5 years and over,"147,711","149,306",,"157,271",*,"156,645",*,"161,799",*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,112,English only,6.8%,8.1%,,7.1%,,7.8%,,5.6%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,113,Language other than English,93.2%,91.9%,,92.9%,,92.2%,,94.4%,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,114,"Speak English less than ""very well""",69.6%,71.1%,,71.3%,,69.7%,,76.0%,*
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,115,Spanish,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,116,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,117,Other Indo-European languages,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,118,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,119,Asian and Pacific Islander languages,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,120,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,121,Other languages,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,122,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,122.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,122.5,ANCESTRY,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,123,Total population,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,124,American,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,125,Arab,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,126,Czech,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,127,Danish,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,128,Dutch,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,129,English,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,130,French (except Basque),N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,131,French Canadian,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,132,German,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,133,Greek,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,134,Hungarian,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,135,Irish,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,136,Italian,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,137,Lithuanian,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,138,Norwegian,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,139,Polish,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,140,Portuguese,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,141,Russian,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,142,Scotch-Irish,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,143,Scottish,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,144,Slovak,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,145,Subsaharan African,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,146,Swedish,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,147,Swiss,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,148,Ukrainian,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,149,Welsh,N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,150,West Indian (excluding Hispanic origin groups),N,N,,N,,N,,N,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,150.3,,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,150.5,COMPUTERS AND INTERNET USE,,,,,,,,,
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,151,Total households,"62,502","59,679",,"58,417",*,"62,671",,(X),
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,152,With a computer,88.7%,87.3%,,83.5%,*,80.2%,*,(X),
CP02PR,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,153,With a broadband Internet subscription,83.6%,79.6%,*,76.3%,*,72.7%,*,(X),
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,0,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,0.5,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,0.8,HOUSEHOLDS BY TYPE,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,1,Total households,"28,623","28,243",,"28,031",,"28,651",,"29,813",
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,2,Married-couple family,28.0%,30.5%,,28.7%,,31.5%,,30.8%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,3,With own children of the householder under 18 years,4.8%,7.1%,,7.4%,,9.4%,*,6.5%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,4,Cohabiting couple household,7.5%,12.7%,*,10.5%,,8.4%,,8.0%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,5,With own children of the householder under 18 years,2.6%,4.3%,,4.1%,,4.9%,,3.1%,
