TBLID,GEOID,GEONAME,PROFTBL,PROFLN,TITLE,EST_19,EST_18,SIG90_19_18,EST_17,SIG90_19_17,EST_16,SIG90_19_16,EST_15,SIG90_19_15
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,90,In Puerto Rico,93.4%,94.3%,,93.9%,,92.9%,,93.2%,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,91,In the United States,4.8%,4.3%,,4.5%,,5.1%,,4.8%,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,92,"Born in U.S. Island Areas, or born abroad of American parents",0.1%,0.2%,,0.7%,,0.3%,,0.4%,*
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,93,Foreign born,1.7%,1.2%,,0.8%,,1.7%,,1.7%,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,93.3,,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,93.5,U.S. CITIZENSHIP STATUS,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,94,Foreign-born population,"1,838","1,325",,965,,"2,048",,"2,056",
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,95,Naturalized U.S. citizen,35.4%,47.1%,,39.4%,,46.4%,,41.3%,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,96,Not a U.S. citizen,64.6%,52.9%,,60.6%,,53.6%,,58.7%,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,96.3,,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,96.5,YEAR OF ENTRY,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,97,Population born outside Puerto Rico,"7,045","6,181",,N,,"8,370",,"8,294",
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,97.3,,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,98,Native,"5,207","4,856",,N,,"6,322",,"6,238",
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,99,Entered 2010 or later,14.5%,11.7%,,N,,12.7%,,14.9%,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,100,Entered before 2010,85.5%,88.3%,,N,,87.3%,,85.1%,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,100.3,,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,101,Foreign born,"1,838","1,325",,N,,"2,048",,"2,056",
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,102,Entered 2010 or later,25.4%,47.0%,,N,,18.3%,,28.0%,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,103,Entered before 2010,74.6%,53.0%,,N,,81.7%,,72.0%,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,103.3,,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,103.5,WORLD REGION OF BIRTH OF FOREIGN BORN,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,104,"Foreign-born population, excluding population born at sea",N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,105,Europe,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,106,Asia,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,107,Africa,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,108,Oceania,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,109,Latin America,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,110,Northern America,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,110.3,,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,110.5,LANGUAGE SPOKEN AT HOME,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,111,Population 5 years and over,"101,800","103,623",,"108,241",*,"110,457",*,"115,146",*
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,112,English only,8.6%,8.5%,,9.0%,,8.6%,,7.7%,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,113,Language other than English,91.4%,91.5%,,91.0%,,91.4%,,92.3%,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,114,"Speak English less than ""very well""",76.2%,77.1%,,81.5%,*,78.8%,,78.5%,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,115,Spanish,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,116,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,117,Other Indo-European languages,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,118,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,119,Asian and Pacific Islander languages,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,120,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,121,Other languages,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,122,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,122.3,,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,122.5,ANCESTRY,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,123,Total population,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,124,American,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,125,Arab,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,126,Czech,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,127,Danish,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,128,Dutch,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,129,English,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,130,French (except Basque),N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,131,French Canadian,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,132,German,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,133,Greek,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,134,Hungarian,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,135,Irish,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,136,Italian,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,137,Lithuanian,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,138,Norwegian,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,139,Polish,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,140,Portuguese,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,141,Russian,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,142,Scotch-Irish,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,143,Scottish,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,144,Slovak,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,145,Subsaharan African,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,146,Swedish,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,147,Swiss,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,148,Ukrainian,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,149,Welsh,N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,150,West Indian (excluding Hispanic origin groups),N,N,,N,,N,,N,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,150.3,,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,150.5,COMPUTERS AND INTERNET USE,,,,,,,,,
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,151,Total households,"44,413","44,454",,"42,072",,"43,901",,(X),
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,152,With a computer,75.5%,70.5%,*,66.3%,*,62.4%,*,(X),
CP02PR,16000US7263820,"Ponce zona urbana, Puerto Rico",1,153,With a broadband Internet subscription,74.2%,70.3%,,58.5%,*,51.8%,*,(X),
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,0,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,0.5,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,0.8,HOUSEHOLDS BY TYPE,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,1,Total households,"135,460","142,697",*,"135,460",,"141,983",*,"138,436",
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,2,Married-couple family,26.6%,26.8%,,26.0%,,27.4%,,25.9%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,3,With own children of the householder under 18 years,7.9%,7.5%,,7.4%,,8.9%,,7.1%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,4,Cohabiting couple household,9.2%,7.4%,*,5.2%,*,6.8%,*,6.3%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,5,With own children of the householder under 18 years,3.9%,2.6%,*,1.8%,*,3.1%,,2.0%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,6,"Male householder, no spouse/partner present",20.6%,22.0%,,23.0%,*,20.7%,,21.0%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,7,With own children of the householder under 18 years,0.4%,0.8%,,1.0%,,0.8%,*,0.8%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,8,Householder living alone,16.1%,16.6%,,18.3%,,15.7%,,16.3%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,9,65 years and over,5.6%,5.3%,,6.3%,,4.7%,,4.7%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,10,"Female householder, no spouse/partner present",43.6%,43.8%,,45.8%,,45.1%,,46.9%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,11,With own children of the householder under 18 years,9.8%,9.6%,,10.5%,,10.4%,,10.7%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,12,Householder living alone,22.4%,21.7%,,22.2%,,22.4%,,22.3%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,13,65 years and over,11.7%,12.2%,,11.0%,,11.1%,,11.2%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,13.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,14,Households with one or more people under 18 years,24.5%,24.0%,,24.6%,,26.4%,,24.0%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,15,Households with one or more people 65 years and over,38.7%,37.9%,,38.3%,,35.7%,*,35.6%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,15.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,16,Average household size,2.23,2.12,*,2.32,*,2.28,,2.42,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,17,Average family size,2.96,2.80,*,3.22,*,3.04,,3.31,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,17.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,17.5,RELATIONSHIP,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,18,Population in households,"302,169","302,817",,"314,034",*,"324,311",*,"335,187",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,19,Householder,44.8%,47.1%,*,43.1%,*,43.8%,,41.3%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,20,Spouse,11.8%,12.7%,,11.1%,,11.9%,,10.7%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,21,Unmarried partner,4.3%,3.5%,*,2.3%,*,3.0%,*,2.6%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,22,Child,29.0%,27.3%,*,30.5%,,30.3%,,33.5%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,23,Other relatives,8.5%,8.0%,,10.9%,*,9.1%,,10.0%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,24,Other nonrelatives,1.6%,1.5%,,2.0%,,1.9%,,1.9%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,24.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,24.5,MARITAL STATUS,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,25,Males 15 years and over,"120,280","119,679",,"122,334",,"125,541",*,"128,580",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,26,Never married,46.6%,47.8%,,47.1%,,47.6%,,49.3%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,27,"Now married, except separated",35.6%,36.2%,,34.2%,,36.0%,,32.9%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,28,Separated,2.8%,2.8%,,1.6%,*,2.1%,,2.1%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,29,Widowed,3.6%,3.6%,,3.4%,,2.5%,*,3.7%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,30,Divorced,11.3%,9.6%,*,13.6%,*,11.8%,,12.0%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,30.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,31,Females 15 years and over,"148,276","147,078",,"152,188",*,"157,075",*,"160,123",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,32,Never married,43.1%,41.5%,,41.7%,,41.1%,,42.5%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,33,"Now married, except separated",27.0%,28.4%,,28.0%,,27.7%,,25.2%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,34,Separated,2.4%,2.0%,,2.6%,,2.6%,,3.1%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,35,Widowed,11.7%,13.5%,*,12.5%,,11.5%,,11.6%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,36,Divorced,15.9%,14.6%,,15.3%,,17.0%,,17.6%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,36.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,36.5,FERTILITY,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,37,Number of women 15 to 50 years old who had a birth in the past 12 months,"2,042","1,675",,"2,155",,"3,582",*,"2,078",
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,38,"Unmarried women (widowed, divorced, and never married)",53.3%,56.5%,,71.0%,,68.4%,,52.5%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,39,"Per 1,000 unmarried women",19,18,,26,,40,*,17,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,40,"Per 1,000 women 15 to 50 years old",28,23,,28,,44,,25,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,41,"Per 1,000 women 15 to 19 years old",0,0,,52,*,10,,7,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,42,"Per 1,000 women 20 to 34 years old",36,51,,41,,87,*,39,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,43,"Per 1,000 women 35 to 50 years old",28,3,*,7,,12,,16,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,43.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,43.5,GRANDPARENTS,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,44,Number of grandparents living with own grandchildren under 18 years,"5,682","5,678",,"6,703",,"7,282",,"6,204",
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,45,Grandparents responsible for grandchildren,29.2%,40.6%,,32.0%,,44.4%,*,46.3%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,45.9,Years responsible for grandchildren,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,46,Less than 1 year,0.0%,7.9%,*,7.7%,*,8.7%,*,4.4%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,47,1 or 2 years,1.8%,4.6%,,8.5%,,9.1%,*,10.2%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,48,3 or 4 years,3.2%,1.3%,,2.0%,,5.7%,,7.6%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,49,5 or more years,24.1%,26.8%,,13.8%,,21.0%,,24.1%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,49.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,50,Number of grandparents responsible for own grandchildren under 18 years,"1,657","2,303",,"2,144",,"3,236",*,"2,875",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,51,Who are female,77.2%,74.6%,,77.8%,,76.5%,,71.7%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,52,Who are married,35.3%,36.1%,,44.2%,,48.1%,,47.3%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,52.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,52.5,SCHOOL ENROLLMENT,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,53,Population 3 years and over enrolled in school,"77,291","75,690",,"78,642",,"83,451",*,"90,448",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,54,"Nursery school, preschool",5.4%,5.7%,,6.6%,,6.7%,,6.5%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,55,Kindergarten,2.9%,3.4%,,5.5%,*,4.4%,*,3.5%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,56,Elementary school (grades 1-8),31.2%,33.8%,,32.7%,,32.7%,,32.6%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,57,High school (grades 9-12),18.4%,19.6%,,17.9%,,17.9%,,18.4%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,58,College or graduate school,42.0%,37.5%,*,37.4%,*,38.3%,*,39.0%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,58.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,58.5,EDUCATIONAL ATTAINMENT,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,59,Population 25 years and over,"227,811","226,738",,"232,358",*,"238,603",*,"241,930",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,60,Less than 9th grade,10.4%,10.9%,,12.5%,*,12.7%,*,13.7%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,61,"9th to 12th grade, no diploma",5.7%,5.5%,,6.0%,,6.1%,,8.6%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,62,High school graduate (includes equivalency),20.7%,22.5%,,22.1%,,22.8%,,21.2%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,63,"Some college, no degree",10.8%,11.1%,,11.6%,,10.2%,,12.1%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,64,Associate's degree,11.8%,10.1%,*,9.9%,*,11.2%,,11.3%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,65,Bachelor's degree,23.9%,23.6%,,22.6%,,22.6%,,20.1%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,66,Graduate or professional degree,16.7%,16.3%,,15.4%,,14.3%,*,13.0%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,66.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,67,High school graduate or higher,84.0%,83.6%,,81.6%,*,81.2%,*,77.8%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,68,Bachelor's degree or higher,40.7%,39.9%,,38.0%,,37.0%,*,33.1%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,68.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,68.5,VETERAN STATUS,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,69,Civilian population 18 years and over,"257,679","255,619",,"262,514",*,"269,990",*,"275,774",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,70,Civilian veterans,2.5%,3.3%,*,3.0%,,3.3%,*,3.2%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,70.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,70.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,71,Total Civilian Noninstitutionalized Population,"305,909","306,472",,"318,456",*,"328,184",*,"339,171",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,72,With a disability,19.1%,20.1%,,19.4%,,20.5%,,18.0%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,72.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,73,Under 18 years,"52,355","54,077",*,"59,080",*,"62,720",*,"66,463",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,74,With a disability,6.2%,6.8%,,6.7%,,6.0%,,6.9%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,74.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,75,18 to 64 years,"183,227","183,840",,"189,745",*,"196,218",*,"205,252",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,76,With a disability,11.5%,15.1%,*,13.8%,*,14.4%,*,12.6%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,76.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,77,65 years and over,"70,327","68,555",,"69,631",,"69,246",,"67,456",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,78,With a disability,48.5%,43.9%,*,45.6%,,50.7%,,45.2%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,78.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,78.5,RESIDENCE 1 YEAR AGO,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,79,Population 1 year and over,"308,613","308,087",,"319,615",*,"330,062",*,"339,976",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,80,Same house,90.8%,88.9%,,91.2%,,89.4%,,91.8%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,81,Different house in Puerto Rico or the U.S.,8.8%,10.7%,,8.7%,,10.3%,,7.8%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,82,In Puerto Rico,7.5%,9.8%,*,8.4%,,9.7%,*,7.1%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,83,Same municipio,5.2%,7.3%,*,5.8%,,5.6%,,4.3%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,84,Different municipio,2.3%,2.5%,,2.7%,,4.1%,*,2.8%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,85,In the United States,1.3%,0.9%,,0.3%,*,0.6%,,0.7%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,86,Elsewhere,0.4%,0.4%,,0.2%,*,0.3%,,0.5%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,86.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,86.5,PLACE OF BIRTH,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,87,Total population,"310,323","309,990",,"321,613",*,"333,149",*,"342,237",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,88,Native,87.7%,87.3%,,88.0%,,88.3%,,88.0%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,89,Born in Puerto Rico or the United States,86.8%,86.6%,,87.5%,,87.7%,,87.3%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,90,In Puerto Rico,81.9%,82.8%,,83.4%,,83.2%,,83.7%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,91,In the United States,4.9%,3.8%,,4.1%,,4.6%,,3.6%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,92,"Born in U.S. Island Areas, or born abroad of American parents",0.9%,0.7%,,0.5%,,0.6%,,0.7%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,93,Foreign born,12.3%,12.7%,,12.0%,,11.7%,,12.0%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,93.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,93.5,U.S. CITIZENSHIP STATUS,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,94,Foreign-born population,"38,022","39,278",,"38,638",,"38,850",,"41,230",
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,95,Naturalized U.S. citizen,49.1%,46.2%,,52.7%,,48.0%,,42.4%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,96,Not a U.S. citizen,50.9%,53.8%,,47.3%,,52.0%,,57.6%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,96.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,96.5,YEAR OF ENTRY,,,,,,,,,
